Flight,F-IATA,F-City,F-Country,F-Term,F-Time,T-IATA,T-City,T-Country,T-Term,T-Time,Distance,Duration
EZY4805,ORY,Paris Orly,France,,18:15,PSA,Pisa (Tuscany),Italy,,19:55,519,100
EZY7722,ORY,Paris Orly,France,,21:55,OPO,Porto,Portugal,,23:05,742,130
EZY4813,ORY,Paris Orly,France,,07:10,FCO,Rome Fiumicino,Italy,Terminal 3,09:10,678,120
EZY4815,ORY,Paris Orly,France,,12:30,FCO,Rome Fiumicino,Italy,Terminal 3,14:35,678,125
EZY4817,ORY,Paris Orly,France,,17:50,FCO,Rome Fiumicino,Italy,Terminal 3,19:50,678,120
EZY4841,ORY,Paris Orly,France,,07:20,TLS,Toulouse,France,,08:35,355,75
EZY4847,ORY,Paris Orly,France,,15:10,TLS,Toulouse,France,,16:30,355,80
EZY4849,ORY,Paris Orly,France,,18:10,TLS,Toulouse,France,,19:25,355,75
EZY4851,ORY,Paris Orly,France,,19:20,TLS,Toulouse,France,,20:35,355,75
EZY4912,ORY,Paris Orly,France,,09:05,TLS,Toulouse,France,,10:20,355,75
EZY4010,ORY,Paris Orly,France,,13:20,VCE,Venice Marco Polo,Italy,,14:55,521,95
EZY4823,ORY,Paris Orly,France,,07:20,VCE,Venice Marco Polo,Italy,,08:55,521,95
EZY4827,ORY,Paris Orly,France,,18:30,VCE,Venice Marco Polo,Italy,,20:05,521,95
EZY8316,PSA,Pisa (Tuscany),Italy,,18:05,LGW,London Gatwick,United Kingdom,North Terminal,19:20,714,135
EZY8318,PSA,Pisa (Tuscany),Italy,,16:15,LGW,London Gatwick,United Kingdom,North Terminal,17:30,714,135
EZY8320,PSA,Pisa (Tuscany),Italy,,11:50,LGW,London Gatwick,United Kingdom,North Terminal,13:00,714,130
EZY2490,PSA,Pisa (Tuscany),Italy,,16:20,LTN,London Luton,United Kingdom,,17:40,754,140
EZY2130,PSA,Pisa (Tuscany),Italy,,14:20,MAN,Manchester,United Kingdom,Terminal 1,15:50,888,150
EZY4806,PSA,Pisa (Tuscany),Italy,,20:40,ORY,Paris Orly,France,,22:25,519,105
EZY7731,OPO,Porto,Portugal,,06:15,BSL,Basel,Switzerland,checkin Swiss sector,09:40,911,145
EZY7733,OPO,Porto,Portugal,,12:05,BSL,Basel,Switzerland,checkin Swiss sector,15:30,911,145
EZY5332,OPO,Porto,Portugal,,18:15,BER,Berlin Brandenburg,Germany,Terminal 1,22:40,1401,205
EZY1874,OPO,Porto,Portugal,,16:05,BOD,Bordeaux,France,Billi L,18:40,450,95
EZY1452,OPO,Porto,Portugal,,19:25,GVA,Geneva,Switzerland,,22:35,815,130
EZY1454,OPO,Porto,Portugal,,08:35,GVA,Geneva,Switzerland,,11:45,815,130
EZY7735,OPO,Porto,Portugal,,06:30,GVA,Geneva,Switzerland,,09:40,815,130
EZY7737,OPO,Porto,Portugal,,12:20,GVA,Geneva,Switzerland,,15:30,815,130
EZY7739,OPO,Porto,Portugal,,17:30,GVA,Geneva,Switzerland,,20:40,815,130
EZY7785,OPO,Porto,Portugal,,07:05,GLA,Glasgow,United Kingdom,,10:05,1171,180
EZY8524,OPO,Porto,Portugal,,09:40,LGW,London Gatwick,United Kingdom,North Terminal,12:00,795,140
EZY8526,OPO,Porto,Portugal,,06:40,LGW,London Gatwick,United Kingdom,North Terminal,09:05,795,145
EZY7775,OPO,Porto,Portugal,,11:25,LUX,Luxembourg,Luxemburg,,14:45,817,140
EZY4430,OPO,Porto,Portugal,,14:15,LYS,Lyon,France,T1,17:20,757,125
EZY7753,OPO,Porto,Portugal,,12:30,FNC,Madeira Funchal,Portugal,,14:30,637,120
EZY7755,OPO,Porto,Portugal,,18:20,FNC,Madeira Funchal,Portugal,,20:20,637,120
EZY7765,OPO,Porto,Portugal,,14:15,MAD,Madrid,Spain,Terminal 1,16:40,387,85
EZY7781,OPO,Porto,Portugal,,17:30,MXP,Milan Malpensa,Italy,T2,21:05,921,155
EZY4760,OPO,Porto,Portugal,,12:30,NTE,Nantes,France,,15:05,450,95
EZY1744,OPO,Porto,Portugal,,18:55,NCE,Nice,France,Terminal 2,22:00,669,125
EZY4596,OPO,Porto,Portugal,,08:20,CDG,Paris Charles de Gaulle,France,,11:35,766,135
EZY7721,OPO,Porto,Portugal,,18:10,ORY,Paris Orly,France,,21:25,769,135
EZY7703,OPO,Porto,Portugal,,12:55,TLS,Toulouse,France,,15:30,450,95
EZY7743,OPO,Porto,Portugal,,17:15,ZRH,Zurich,Switzerland,,20:50,921,155
EZY7926,PRG,Prague,Czech,Terminal 2,09:05,AMS,Amsterdam,Netherlands,,10:40,439,95
EZY7930,PRG,Prague,Czech,Terminal 2,20:45,AMS,Amsterdam,Netherlands,,22:25,439,100
EZY1270,PRG,Prague,Czech,Terminal 2,16:35,BSL,Basel,Switzerland,checkin Swiss sector,17:55,311,80
EZY2936,PRG,Prague,Czech,Terminal 1,21:50,BRS,Bristol,United Kingdom,,22:55,748,125
EZY3326,PRG,Prague,Czech,Terminal 1,09:50,EDI,Edinburgh,United Kingdom,,11:15,836,145
EZY1564,PRG,Prague,Czech,Terminal 2,11:30,GVA,Geneva,Switzerland,,13:10,482,100
EZY7682,PRG,Prague,Czech,Terminal 2,11:30,LIS,Lisbon,Portugal,T1,14:10,1453,220
EZY8784,PRG,Prague,Czech,Terminal 1,21:55,LGW,London Gatwick,United Kingdom,North Terminal,23:00,638,125
EZY2634,PRG,Prague,Czech,Terminal 1,16:00,LTN,London Luton,United Kingdom,,17:05,669,125
EZY2230,PRG,Prague,Czech,Terminal 1,17:10,MAN,Manchester,United Kingdom,Terminal 1,18:25,743,135
EZY3904,PRG,Prague,Czech,Terminal 2,12:50,MXP,Milan Malpensa,Italy,T2,14:20,402,90
EZY3906,PRG,Prague,Czech,Terminal 2,19:55,MXP,Milan Malpensa,Italy,T2,21:25,402,90
EZY1206,PRN,Pristina,Kosovo,Terminal 1,16:55,BSL,Basel,Switzerland,checkin Swiss sector,19:10,745,135
EZY1494,PRN,Pristina,Kosovo,Terminal 1,09:20,GVA,Geneva,Switzerland,,11:35,780,135
EZY8606,PUY,Pula,Croatia,,16:50,LGW,London Gatwick,United Kingdom,North Terminal,18:05,769,135
EZY8396,RNS,Rennes,France,,21:45,LGW,London Gatwick,United Kingdom,North Terminal,21:55,284,70
EZY1604,RNS,Rennes,France,,12:25,NCE,Nice,France,Terminal 2,14:15,575,110
EZY4914,RNS,Rennes,France,,17:35,TLS,Toulouse,France,,18:50,310,75
EZY2636,KEF,Reykjavik Keflavik,Iceland,,08:45,LTN,London Luton,United Kingdom,,12:40,1160,175
EZY2802,RHO,Rhodes,Greece,,13:25,BRS,Bristol,United Kingdom,,15:50,1864,265
EZY3228,RHO,Rhodes,Greece,,21:55,EDI,Edinburgh,United Kingdom,,06 Jun 00:55,1966,300
EZY6542,RHO,Rhodes,Greece,,19:55,LGW,London Gatwick,United Kingdom,South Terminal,22:10,1725,255
EZY8228,RHO,Rhodes,Greece,,12:15,LGW,London Gatwick,United Kingdom,North Terminal,14:35,1725,260
EZY8230,RHO,Rhodes,Greece,,13:10,LGW,London Gatwick,United Kingdom,North Terminal,15:25,1725,255
EZY2052,RHO,Rhodes,Greece,,21:20,MAN,Manchester,United Kingdom,Terminal 1,23:55,1933,275
EZY1124,FCO,Rome Fiumicino,Italy,Terminal 3,08:20,BSL,Basel,Switzerland,checkin Swiss sector,10:00,462,100
EZY5080,FCO,Rome Fiumicino,Italy,Terminal 3,10:05,BER,Berlin Brandenburg,Germany,Terminal 1,12:20,769,135
EZY2838,FCO,Rome Fiumicino,Italy,Terminal 3,16:30,BRS,Bristol,United Kingdom,,18:15,969,165
EZY1412,FCO,Rome Fiumicino,Italy,Terminal 3,08:45,GVA,Geneva,Switzerland,,10:20,433,95
EZY1414,FCO,Rome Fiumicino,Italy,Terminal 3,20:55,GVA,Geneva,Switzerland,,22:30,433,95
EZY8326,FCO,Rome Fiumicino,Italy,Terminal 3,13:20,LGW,London Gatwick,United Kingdom,North Terminal,15:05,875,165
EZY8328,FCO,Rome Fiumicino,Italy,Terminal 3,19:55,LGW,London Gatwick,United Kingdom,North Terminal,21:35,875,160
EZY8330,FCO,Rome Fiumicino,Italy,Terminal 3,21:55,LGW,London Gatwick,United Kingdom,North Terminal,23:35,875,160
EZY4416,FCO,Rome Fiumicino,Italy,Terminal 3,16:35,LYS,Lyon,France,T1,18:10,449,95
EZY4420,FCO,Rome Fiumicino,Italy,Terminal 3,12:30,LYS,Lyon,France,T1,14:05,449,95
EZY1684,FCO,Rome Fiumicino,Italy,Terminal 3,08:25,NCE,Nice,France,Terminal 2,09:40,286,75
EZY4814,FCO,Rome Fiumicino,Italy,Terminal 3,09:45,ORY,Paris Orly,France,,11:50,678,125
EZY4816,FCO,Rome Fiumicino,Italy,Terminal 3,15:10,ORY,Paris Orly,France,,17:15,678,125
EZY4818,FCO,Rome Fiumicino,Italy,Terminal 3,20:25,ORY,Paris Orly,France,,22:30,678,125
EZY1022,SCQ,Santiago de Compostela,Spain,,15:25,BSL,Basel,Switzerland,checkin Swiss sector,17:40,841,135
EZY1374,SCQ,Santiago de Compostela,Spain,,12:55,GVA,Geneva,Switzerland,,14:55,752,120
EZY1474,JTR,Santorini,Greece,,21:00,GVA,Geneva,Switzerland,,23:10,1297,190
EZY8240,JTR,Santorini,Greece,,13:15,LGW,London Gatwick,United Kingdom,North Terminal,15:15,1624,240
EZY8242,JTR,Santorini,Greece,,19:25,LGW,London Gatwick,United Kingdom,North Terminal,21:25,1624,240
EZY2074,JTR,Santorini,Greece,,14:35,MAN,Manchester,United Kingdom,Terminal 1,16:50,1776,255
EZY3554,AHO,Sardinia Alghero,Italy,,12:45,MXP,Milan Malpensa,Italy,T2,14:00,346,75
EZY3568,CAG,Sardinia Cagliari,Italy,,12:35,MXP,Milan Malpensa,Italy,T2,14:00,441,85
EZY4128,CAG,Sardinia Cagliari,Italy,,12:10,NAP,Naples,Italy,,13:20,284,70
EZY1106,OLB,Sardinia Olbia,Italy,Terminal 1,12:35,BSL,Basel,Switzerland,checkin Swiss sector,14:10,472,95
EZY5056,OLB,Sardinia Olbia,Italy,Terminal 1,15:40,BER,Berlin Brandenburg,Germany,Terminal 1,18:00,817,140
EZY1420,OLB,Sardinia Olbia,Italy,Terminal 1,13:25,GVA,Geneva,Switzerland,,14:50,406,85
EZY8348,OLB,Sardinia Olbia,Italy,Terminal 1,20:55,LGW,London Gatwick,United Kingdom,North Terminal,22:20,846,145
EZY6001,OLB,Sardinia Olbia,Italy,Terminal 1,08:55,BGY,Milan Bergamo,Italy,,10:20,387,85
EZY6003,OLB,Sardinia Olbia,Italy,Terminal 1,13:50,BGY,Milan Bergamo,Italy,,15:15,387,85
EZY3584,OLB,Sardinia Olbia,Italy,Terminal 1,08:50,MXP,Milan Malpensa,Italy,T2,10:05,329,75
EZY3586,OLB,Sardinia Olbia,Italy,Terminal 1,12:40,MXP,Milan Malpensa,Italy,T2,13:55,329,75
EZY3588,OLB,Sardinia Olbia,Italy,Terminal 1,18:05,MXP,Milan Malpensa,Italy,T2,19:15,329,70
EZY4116,OLB,Sardinia Olbia,Italy,Terminal 1,14:40,NAP,Naples,Italy,,15:40,202,60
EZY1688,OLB,Sardinia Olbia,Italy,Terminal 1,11:45,NCE,Nice,France,Terminal 2,12:40,224,55
EZY4062,OLB,Sardinia Olbia,Italy,Terminal 1,12:55,VCE,Venice Marco Polo,Italy,,14:05,284,70
EZY8006,SVQ,Seville,Spain,,09:45,LGW,London Gatwick,United Kingdom,North Terminal,11:25,989,160
EZY8008,SVQ,Seville,Spain,,16:45,LGW,London Gatwick,United Kingdom,North Terminal,18:30,989,165
EZY8052,SVQ,Seville,Spain,,21:15,LGW,London Gatwick,United Kingdom,North Terminal,22:55,989,160
EZY8742,SSH,Sharm El Sheikh,Egypt,Terminal 1,19:15,LGW,London Gatwick,United Kingdom,North Terminal,22:55,2404,340
EZY1118,CTA,Sicily Catania,Italy,Terminal A,19:55,BSL,Basel,Switzerland,checkin Swiss sector,22:10,797,135
EZY5078,CTA,Sicily Catania,Italy,Terminal A,14:05,BER,Berlin Brandenburg,Germany,Terminal 1,17:00,1073,175
EZY2846,CTA,Sicily Catania,Italy,Terminal A,10:45,BRS,Bristol,United Kingdom,,13:10,1401,205
EZY3276,CTA,Sicily Catania,Italy,Terminal A,11:55,EDI,Edinburgh,United Kingdom,,14:55,1673,240
EZY1444,CTA,Sicily Catania,Italy,Terminal A,08:40,GVA,Geneva,Switzerland,,10:55,761,135
EZY2492,CTA,Sicily Catania,Italy,Terminal A,12:50,LTN,London Luton,United Kingdom,,15:15,1247,205
EZY3536,CTA,Sicily Catania,Italy,Terminal C,09:30,MXP,Milan Malpensa,Italy,T2,11:30,652,120
EZY3540,CTA,Sicily Catania,Italy,Terminal C,13:55,MXP,Milan Malpensa,Italy,T2,15:50,652,115
EZY3548,CTA,Sicily Catania,Italy,Terminal C,20:55,MXP,Milan Malpensa,Italy,T2,22:55,652,120
EZY3550,CTA,Sicily Catania,Italy,Terminal C,07:00,MXP,Milan Malpensa,Italy,T2,09:00,652,120
EZY4108,CTA,Sicily Catania,Italy,Terminal C,08:15,NAP,Naples,Italy,,09:20,240,65
EZY4110,CTA,Sicily Catania,Italy,Terminal C,16:40,NAP,Naples,Italy,,17:45,240,65
EZY4112,CTA,Sicily Catania,Italy,Terminal C,21:25,NAP,Naples,Italy,,22:30,240,65
EZY4570,CTA,Sicily Catania,Italy,Terminal A,09:35,CDG,Paris Charles de Gaulle,France,,12:30,1014,175
EZY7804,PMO,Sicily Palermo,Italy,,14:55,AMS,Amsterdam,Netherlands,,18:00,1194,185
EZY8322,PMO,Sicily Palermo,Italy,,10:15,LGW,London Gatwick,United Kingdom,North Terminal,12:15,1106,180
EZY3502,PMO,Sicily Palermo,Italy,,09:15,MXP,Milan Malpensa,Italy,T2,11:00,561,105
EZY3506,PMO,Sicily Palermo,Italy,,15:20,MXP,Milan Malpensa,Italy,T2,17:00,561,100
EZY3510,PMO,Sicily Palermo,Italy,,21:05,MXP,Milan Malpensa,Italy,T2,22:45,561,100
EZY3512,PMO,Sicily Palermo,Italy,,07:00,MXP,Milan Malpensa,Italy,T2,08:45,561,105
EZY4102,PMO,Sicily Palermo,Italy,,08:35,NAP,Naples,Italy,,09:30,179,55
EZY4106,PMO,Sicily Palermo,Italy,,21:20,NAP,Naples,Italy,,22:15,179,55
EZY4566,PMO,Sicily Palermo,Italy,,15:50,CDG,Paris Charles de Gaulle,France,,18:30,966,160
EZY1578,SKP,Skopje,Macedonia,,20:05,GVA,Geneva,Switzerland,,22:35,888,150
EZY8756,SOF,Sofia,Bulgaria,Terminal 1,11:50,LGW,London Gatwick,United Kingdom,North Terminal,13:10,1253,200
EZY7908,SPU,Split,Croatia,,14:35,AMS,Amsterdam,Netherlands,,16:55,817,140
EZY1164,SPU,Split,Croatia,,13:30,BSL,Basel,Switzerland,checkin Swiss sector,15:05,509,95
EZY5216,SPU,Split,Croatia,,15:35,BER,Berlin Brandenburg,Germany,Terminal 1,17:15,482,100
EZY2892,SPU,Split,Croatia,,10:15,BRS,Bristol,United Kingdom,,12:00,1010,165
EZY8596,SPU,Split,Croatia,,10:20,LGW,London Gatwick,United Kingdom,North Terminal,11:55,932,155
EZY8598,SPU,Split,Croatia,,14:10,LGW,London Gatwick,United Kingdom,North Terminal,15:45,932,155
EZY2576,SPU,Split,Croatia,,22:25,LTN,London Luton,United Kingdom,,23:55,888,150
EZY3954,SPU,Split,Croatia,,17:15,MXP,Milan Malpensa,Italy,T2,18:40,387,85
EZY4250,SPU,Split,Croatia,,18:05,NAP,Naples,Italy,,18:55,162,50
EZY5248,ARN,Stockholm Arlanda,Sweden,,21:00,BER,Berlin Brandenburg,Germany,Terminal 1,22:45,538,105
EZY1582,ARN,Stockholm Arlanda,Sweden,,15:30,GVA,Geneva,Switzerland,,18:15,1047,165
EZY3816,LDE,Tarbes-Lourdes–Pyrénées,France,,17:10,MXP,Milan Malpensa,Italy,T2,18:55,538,105
EZY7972,TLV,Tel Aviv,Israel,Terminal 1,14:20,AMS,Amsterdam,Netherlands,,18:20,1966,300
EZY5304,TLV,Tel Aviv,Israel,Terminal 1,14:10,BER,Berlin Brandenburg,Germany,Terminal 1,17:45,1933,275
EZY1576,TLV,Tel Aviv,Israel,Terminal 1,13:05,GVA,Geneva,Switzerland,,16:40,1816,275
EZY2582,TLV,Tel Aviv,Israel,Terminal 1,15:15,LTN,London Luton,United Kingdom,,18:40,2240,325
EZY2584,TLV,Tel Aviv,Israel,Terminal 1,20:30,LTN,London Luton,United Kingdom,,23:55,2240,325
EZY2262,TLV,Tel Aviv,Israel,Terminal 1,21:30,MAN,Manchester,United Kingdom,Terminal 1,06 Jun 01:15,2355,345
EZY3936,TLV,Tel Aviv,Israel,Terminal 1,12:55,MXP,Milan Malpensa,Italy,T2,16:05,1683,250
EZY4658,TLV,Tel Aviv,Israel,Terminal 1,19:15,CDG,Paris Charles de Gaulle,France,,23:20,1765,305
EZY3018,TFS,Tenerife South,Spain,,19:15,BFS,Belfast Intl,United Kingdom,,23:50,2435,275
EZY3202,TFS,Tenerife South,Spain,,21:00,EDI,Edinburgh,United Kingdom,,06 Jun 01:40,2034,280
EZY3366,TFS,Tenerife South,Spain,,18:55,LPL,Liverpool,United Kingdom,,23:30,2435,275
EZY6588,TFS,Tenerife South,Spain,,15:05,LGW,London Gatwick,United Kingdom,South Terminal,19:20,1809,255
EZY8034,TFS,Tenerife South,Spain,,12:40,LGW,London Gatwick,United Kingdom,North Terminal,17:00,1809,260
EZY8054,TFS,Tenerife South,Spain,,19:40,LGW,London Gatwick,United Kingdom,North Terminal,23:55,1809,255
EZY2304,TFS,Tenerife South,Spain,,18:40,LTN,London Luton,United Kingdom,,23:00,1840,260
EZY2010,TFS,Tenerife South,Spain,,22:30,MAN,Manchester,United Kingdom,Terminal 1,06 Jun 03:00,1893,270
EZY3734,TFS,Tenerife South,Spain,,11:40,MXP,Milan Malpensa,Italy,T2,16:55,1996,255
EZY8244,SKG,Thessaloniki,Greece,,11:55,LGW,London Gatwick,United Kingdom,North Terminal,13:25,1329,210
EZY2056,SKG,Thessaloniki,Greece,,12:05,MAN,Manchester,United Kingdom,Terminal 1,13:45,1474,220
EZY5362,TIV,Tivat,Montenegro,,09:55,BER,Berlin Brandenburg,Germany,Terminal 1,12:05,742,130
EZY4961,TLS,Toulouse,France,,10:50,BSL,Basel,Switzerland,checkin Swiss sector,12:15,405,85
EZY4979,TLS,Toulouse,France,,14:50,BRS,Bristol,United Kingdom,,15:40,568,110
EZY1312,TLS,Toulouse,France,,18:00,GVA,Geneva,Switzerland,,19:05,294,65
EZY4901,TLS,Toulouse,France,,07:15,LIL,Lille,France,,08:50,486,95
EZY4903,TLS,Toulouse,France,,19:20,LIL,Lille,France,,20:55,486,95
EZY6744,TLS,Toulouse,France,,22:50,LIS,Lisbon,Portugal,T1,23:45,588,115
EZY4324,TLS,Toulouse,France,,08:50,LYS,Lyon,France,T1,09:50,234,60
EZY4326,TLS,Toulouse,France,,19:35,LYS,Lyon,France,T1,20:35,234,60
EZY4344,TLS,Toulouse,France,,13:10,LYS,Lyon,France,T1,14:10,234,60
EZY4943,TLS,Toulouse,France,,11:50,PMI,Majorca Palma,Spain,,13:00,284,70
EZY4708,TLS,Toulouse,France,,08:50,NTE,Nantes,France,,09:55,283,65
EZY4710,TLS,Toulouse,France,,19:35,NTE,Nantes,France,,20:40,283,65
EZY4718,TLS,Toulouse,France,,12:00,NTE,Nantes,France,,13:05,283,65
EZY1622,TLS,Toulouse,France,,07:50,NCE,Nice,France,Terminal 2,09:00,293,70
EZY4919,TLS,Toulouse,France,,19:25,NCE,Nice,France,Terminal 2,20:35,293,70
EZY4842,TLS,Toulouse,France,,09:05,ORY,Paris Orly,France,,10:30,355,85
EZY4848,TLS,Toulouse,France,,17:00,ORY,Paris Orly,France,,18:20,355,80
EZY4850,TLS,Toulouse,France,,19:55,ORY,Paris Orly,France,,21:15,355,80
EZY4852,TLS,Toulouse,France,,21:10,ORY,Paris Orly,France,,22:30,355,80
EZY4911,TLS,Toulouse,France,,07:10,ORY,Paris Orly,France,,08:35,355,85
EZY7704,TLS,Toulouse,France,,16:00,OPO,Porto,Portugal,,16:40,482,100
EZY4913,TLS,Toulouse,France,,15:50,RNS,Rennes,France,,17:05,310,75
EZY6408,TRN,Turin,Italy,,11:00,LGW,London Gatwick,United Kingdom,South Terminal,11:50,575,110
EZY1002,VLC,Valencia,Spain,,09:25,BSL,Basel,Switzerland,checkin Swiss sector,11:40,769,135
EZY5104,VLC,Valencia,Spain,,14:10,BER,Berlin Brandenburg,Germany,Terminal 1,17:20,1297,190
EZY8010,VLC,Valencia,Spain,,10:10,LGW,London Gatwick,United Kingdom,North Terminal,11:40,805,150
EZY8012,VLC,Valencia,Spain,,13:10,LGW,London Gatwick,United Kingdom,North Terminal,14:45,805,155
EZY8014,VLC,Valencia,Spain,,20:50,LGW,London Gatwick,United Kingdom,North Terminal,22:15,805,145
EZY4071,VCE,Venice Marco Polo,Italy,,17:30,AMS,Amsterdam,Netherlands,,19:35,669,125
EZY7815,VCE,Venice Marco Polo,Italy,,14:05,AMS,Amsterdam,Netherlands,,16:10,669,125
EZY4083,VCE,Venice Marco Polo,Italy,,10:50,BSL,Basel,Switzerland,checkin Swiss sector,12:05,271,75
EZY4075,VCE,Venice Marco Polo,Italy,,18:50,BER,Berlin Brandenburg,Germany,Terminal 1,20:35,538,105
EZY4077,VCE,Venice Marco Polo,Italy,,14:35,BER,Berlin Brandenburg,Germany,Terminal 1,16:20,538,105
EZY3272,VCE,Venice Marco Polo,Italy,,11:30,EDI,Edinburgh,United Kingdom,,13:15,1010,165
EZY4079,VCE,Venice Marco Polo,Italy,,14:50,GVA,Geneva,Switzerland,,16:10,305,80
EZY8294,VCE,Venice Marco Polo,Italy,,09:55,LGW,London Gatwick,United Kingdom,North Terminal,11:05,696,130
EZY8296,VCE,Venice Marco Polo,Italy,,16:15,LGW,London Gatwick,United Kingdom,North Terminal,17:30,696,135
EZY8298,VCE,Venice Marco Polo,Italy,,21:50,LGW,London Gatwick,United Kingdom,North Terminal,23:00,696,130
EZY2484,VCE,Venice Marco Polo,Italy,,11:00,LTN,London Luton,United Kingdom,,12:15,728,135
EZY4414,VCE,Venice Marco Polo,Italy,,12:15,LYS,Lyon,France,T1,13:40,352,85
EZY4001,VCE,Venice Marco Polo,Italy,,07:25,NCE,Nice,France,Terminal 2,08:45,284,80
EZY4005,VCE,Venice Marco Polo,Italy,,06:15,CDG,Paris Charles de Gaulle,France,,08:05,520,110
EZY4007,VCE,Venice Marco Polo,Italy,,19:15,CDG,Paris Charles de Gaulle,France,,21:10,520,115
EZY4009,VCE,Venice Marco Polo,Italy,,11:00,ORY,Paris Orly,France,,12:45,521,105
EZY4824,VCE,Venice Marco Polo,Italy,,09:30,ORY,Paris Orly,France,,11:15,521,105
EZY4828,VCE,Venice Marco Polo,Italy,,20:40,ORY,Paris Orly,France,,22:25,521,105
EZY4061,VCE,Venice Marco Polo,Italy,,07:00,OLB,Sardinia Olbia,Italy,Terminal 1,08:20,311,80
EZY8336,VRN,Verona,Italy,,10:45,LGW,London Gatwick,United Kingdom,North Terminal,11:50,646,125
EZY8338,VRN,Verona,Italy,,21:35,LGW,London Gatwick,United Kingdom,North Terminal,22:40,646,125
EZY8204,ZTH,Zante Zakynthos,Greece,Terminal 1,11:55,LGW,London Gatwick,United Kingdom,North Terminal,13:35,1384,220
EZY8206,ZTH,Zante Zakynthos,Greece,Terminal 1,18:00,LGW,London Gatwick,United Kingdom,North Terminal,19:30,1384,210
EZY5188,ZRH,Zurich,Switzerland,,08:10,BER,Berlin Brandenburg,Germany,Terminal 1,09:45,450,95
EZY6748,ZRH,Zurich,Switzerland,,11:25,LIS,Lisbon,Portugal,T1,13:20,1073,175
EZY8472,ZRH,Zurich,Switzerland,,10:25,LGW,London Gatwick,United Kingdom,North Terminal,11:10,469,105
EZY8474,ZRH,Zurich,Switzerland,,21:30,LGW,London Gatwick,United Kingdom,North Terminal,22:10,469,100
EZY2532,ZRH,Zurich,Switzerland,,10:05,LTN,London Luton,United Kingdom,,10:55,502,110
EZY4228,ZRH,Zurich,Switzerland,,08:50,NAP,Naples,Italy,,10:35,538,105
EZY7744,ZRH,Zurich,Switzerland,,21:25,OPO,Porto,Portugal,,23:00,921,155
EZY1023,BSL,Basel,Switzerland,checkin Swiss sector,14:00,FUE,Fuerteventura,Spain,,17:15,1750,195
EZY1024,FUE,Fuerteventura,Spain,,17:55,BSL,Basel,Switzerland,checkin Swiss sector,23:00,1750,305
EZY1025,BSL,Basel,Switzerland,checkin Swiss sector,13:05,TFS,Tenerife South,Spain,,16:35,1870,270
EZY1026,TFS,Tenerife South,Spain,,17:15,BSL,Basel,Switzerland,checkin Swiss sector,22:35,1870,260
EZY1109,BSL,Basel,Switzerland,checkin Swiss sector,06:05,CAG,Sardinia Cagliari,Italy,,07:50,581,105
EZY1110,CAG,Sardinia Cagliari,Italy,,08:20,BSL,Basel,Switzerland,checkin Swiss sector,10:10,581,110
EZY1111,BSL,Basel,Switzerland,checkin Swiss sector,06:00,BRI,Bari,Italy,,07:55,588,115
EZY1112,BRI,Bari,Italy,,08:35,BSL,Basel,Switzerland,checkin Swiss sector,10:45,742,130
EZY1115,BSL,Basel,Switzerland,checkin Swiss sector,16:40,PMO,Sicily Palermo,Italy,,18:45,669,125
EZY1116,PMO,Sicily Palermo,Italy,,19:20,BSL,Basel,Switzerland,checkin Swiss sector,21:35,769,135
EZY1143,BSL,Basel,Switzerland,checkin Swiss sector,16:40,SKG,Thessaloniki,Greece,,20:00,908,140
EZY1144,SKG,Thessaloniki,Greece,,20:40,BSL,Basel,Switzerland,checkin Swiss sector,22:10,908,150
EZY1207,BSL,Basel,Switzerland,checkin Swiss sector,17:10,PRN,Pristina,Kosovo,Terminal 1,19:20,745,130
EZY1208,PRN,Pristina,Kosovo,Terminal 1,20:10,BSL,Basel,Switzerland,checkin Swiss sector,22:25,745,135
EZY1251,BSL,Basel,Switzerland,checkin Swiss sector,14:35,AGA,Agadir,Morocco,Terminal 1,17:20,1528,225
EZY1252,AGA,Agadir,Morocco,Terminal 1,18:05,BSL,Basel,Switzerland,checkin Swiss sector,22:50,1528,225
EZY1253,BSL,Basel,Switzerland,checkin Swiss sector,06:05,RAK,Marrakech,Morocco,,08:30,1375,205
EZY1254,RAK,Marrakech,Morocco,,09:10,BSL,Basel,Switzerland,checkin Swiss sector,13:35,1375,205
EZY1261,BSL,Basel,Switzerland,checkin Swiss sector,18:45,KRK,Krakow,Poland,,20:35,584,110
EZY1262,KRK,Krakow,Poland,,21:10,BSL,Basel,Switzerland,checkin Swiss sector,22:55,584,105
EZY1265,BSL,Basel,Switzerland,checkin Swiss sector,06:00,TLV,Tel Aviv,Israel,Terminal 1,11:05,1794,245
EZY1266,TLV,Tel Aviv,Israel,Terminal 1,12:15,BSL,Basel,Switzerland,checkin Swiss sector,15:40,1794,265
EZY1272,LIS,Lisbon,Portugal,T1,08:35,BSL,Basel,Switzerland,checkin Swiss sector,12:15,1035,160
EZY1273,BSL,Basel,Switzerland,checkin Swiss sector,15:15,LCA,Cyprus Larnaca,Cyprus,New Terminal,19:55,1606,220
EZY1274,LCA,Cyprus Larnaca,Cyprus,New Terminal,20:30,BSL,Basel,Switzerland,checkin Swiss sector,23:30,1606,240
EZY1321,GVA,Geneva,Switzerland,,19:15,BOD,Bordeaux,France,Billi L,20:30,345,75
EZY1322,BOD,Bordeaux,France,Billi L,21:10,GVA,Geneva,Switzerland,,22:30,345,80
